,gk,jenis,daerah,Cluster
3981,108862.99999999999,NONMAKANAN,PERDESAAN,4
3982,111339.99999999999,NONMAKANAN,PERDESAAN,4
3983,113351.99999999999,NONMAKANAN,PERDESAAN,4
3984,138692.0,NONMAKANAN,PERDESAAN,4
3985,142414.0,NONMAKANAN,PERDESAANPERKOTAAN,4
3986,149250.0,NONMAKANAN,PERDESAANPERKOTAAN,4
3987,153690.0,NONMAKANAN,PERDESAANPERKOTAAN,4
3988,105631.0,NONMAKANAN,PERDESAANPERKOTAAN,4
3989,109351.0,TOTAL,PERKOTAAN,5
3990,115485.99999999999,TOTAL,PERKOTAAN,5
3991,124605.00000000001,TOTAL,PERKOTAAN,5
3992,115881.00000000001,TOTAL,PERKOTAAN,5
3993,119619.0,TOTAL,PERDESAAN,1
3994,126217.00000000001,TOTAL,PERDESAAN,1
3995,133793.0,TOTAL,PERDESAAN,1
3996,298646.0,TOTAL,PERDESAAN,1
3997,324072.0,TOTAL,PERKOTAAN,5
3998,336900.0,TOTAL,PERKOTAAN,5
3999,349978.0,TOTAL,PERKOTAAN,5
4000,265582.0,TOTAL,PERKOTAAN,5
4001,293567.0,TOTAL,PERDESAAN,1
4002,303975.0,TOTAL,PERDESAAN,1
4003,321009.0,TOTAL,PERDESAAN,1
4008,358399.0,TOTAL,PERDESAANPERKOTAAN,1
4009,376496.0,TOTAL,PERKOTAAN,5
4010,391070.0,TOTAL,PERKOTAAN,5
4011,399413.0,TOTAL,PERKOTAAN,5
4012,331855.0,TOTAL,PERKOTAAN,5
4013,353080.0,TOTAL,PERDESAAN,1
4014,370392.0,TOTAL,PERDESAAN,1
4015,376658.0,TOTAL,PERDESAAN,1
4016,338443.0,TOTAL,PERDESAAN,1
4017,358892.0,TOTAL,PERDESAANPERKOTAAN,1
4018,375659.0,TOTAL,PERDESAANPERKOTAAN,1
4019,382774.0,TOTAL,PERDESAANPERKOTAAN,1
4020,416452.99999999994,TOTAL,PERDESAANPERKOTAAN,1
4021,430728.00000000006,TOTAL,PERKOTAAN,5
4022,434413.99999999994,TOTAL,PERKOTAAN,5
4023,437696.99999999994,TOTAL,PERKOTAAN,5
4024,383097.0,TOTAL,PERKOTAAN,5
4025,400639.0,TOTAL,PERDESAAN,1
4026,405707.0,TOTAL,PERDESAAN,1
4027,418035.0,TOTAL,PERDESAAN,1
4028,391763.0,TOTAL,PERDESAAN,1
4029,408522.0,TOTAL,PERDESAANPERKOTAAN,1
4030,413785.0,TOTAL,PERDESAANPERKOTAAN,1
4031,424039.0,TOTAL,PERDESAANPERKOTAAN,1
4032,457193.0,TOTAL,PERDESAANPERKOTAAN,1
4033,481435.99999999994,TOTAL,PERKOTAAN,5
4034,489881.00000000006,TOTAL,PERKOTAAN,5
4035,492758.0,TOTAL,PERKOTAAN,5
4036,433870.0,TOTAL,PERKOTAAN,5
4037,460187.00000000006,TOTAL,PERDESAAN,1
4038,467770.0,TOTAL,PERDESAAN,1
4039,478687.0,TOTAL,PERDESAAN,1
4040,441036.00000000006,TOTAL,PERDESAAN,1
4041,466527.00000000006,TOTAL,PERDESAANPERKOTAAN,1
4042,474626.99999999994,TOTAL,PERDESAANPERKOTAAN,1
4043,483662.0,TOTAL,PERDESAANPERKOTAAN,1
4044,506383.0,TOTAL,PERDESAANPERKOTAAN,1
4045,516373.99999999994,MAKANAN,PERKOTAAN,2
4046,538018.0,MAKANAN,PERKOTAAN,2
4047,565994.0,MAKANAN,PERKOTAAN,2
4048,492234.0,MAKANAN,PERKOTAAN,2
4049,500351.00000000006,MAKANAN,PERDESAAN,3
4050,525665.0,MAKANAN,PERDESAAN,3
4051,552561.0,MAKANAN,PERDESAAN,3
4052,496871.99999999994,MAKANAN,PERDESAAN,3
4053,505608.0,MAKANAN,PERDESAANPERKOTAAN,3
4054,530251.0,MAKANAN,PERDESAANPERKOTAAN,3
4055,557183.0,MAKANAN,PERDESAANPERKOTAAN,3
4056,181842.0,MAKANAN,PERDESAANPERKOTAAN,3
4057,186893.0,MAKANAN,PERKOTAAN,2
4058,193372.0,MAKANAN,PERKOTAAN,2
4059,196645.0,MAKANAN,PERKOTAAN,2
4060,190563.0,MAKANAN,PERKOTAAN,2
4061,201779.0,MAKANAN,PERDESAAN,3
4062,209095.00000000003,MAKANAN,PERDESAAN,3
4063,210927.99999999997,MAKANAN,PERDESAAN,3
4064,187304.0,MAKANAN,PERDESAAN,3
4065,196217.0,MAKANAN,PERDESAANPERKOTAAN,3
4066,203918.0,MAKANAN,PERDESAANPERKOTAAN,3
4067,205767.0,MAKANAN,PERDESAANPERKOTAAN,3
4068,204192.0,MAKANAN,PERDESAANPERKOTAAN,3
4069,209432.0,MAKANAN,PERKOTAAN,2
4070,218173.0,MAKANAN,PERKOTAAN,2
4071,230867.0,MAKANAN,PERKOTAAN,2
4072,215789.99999999997,MAKANAN,PERKOTAAN,2
4073,226047.0,MAKANAN,PERDESAAN,3
4074,236336.0,MAKANAN,PERDESAAN,3
4075,240452.0,MAKANAN,PERDESAAN,3
4076,211451.99999999997,MAKANAN,PERDESAAN,3
4077,219551.0,MAKANAN,PERDESAANPERKOTAAN,3
4078,229289.0,MAKANAN,PERDESAANPERKOTAAN,3
4079,236638.0,MAKANAN,PERDESAANPERKOTAAN,3
4080,238424.99999999997,MAKANAN,PERDESAANPERKOTAAN,3
4081,251106.99999999997,MAKANAN,PERKOTAAN,2
4082,257455.0,MAKANAN,PERKOTAAN,2
4083,265149.0,MAKANAN,PERKOTAAN,2
4084,254134.0,MAKANAN,PERKOTAAN,2
4085,260579.00000000003,MAKANAN,PERDESAAN,3
4086,268024.0,MAKANAN,PERDESAAN,3
4087,275659.0,MAKANAN,PERDESAAN,3
4088,247704.0,MAKANAN,PERDESAAN,3
4089,256826.0,MAKANAN,PERDESAANPERKOTAAN,3
4090,263690.0,MAKANAN,PERDESAANPERKOTAAN,3
4091,271199.0,MAKANAN,PERDESAANPERKOTAAN,3
4092,276910.0,MAKANAN,PERDESAANPERKOTAAN,3
4093,286095.0,NONMAKANAN,PERKOTAAN,0
4094,298268.0,NONMAKANAN,PERKOTAAN,0
4095,316179.0,NONMAKANAN,PERKOTAAN,0
4096,281013.0,NONMAKANAN,PERKOTAAN,0
4097,288566.0,NONMAKANAN,PERDESAAN,4
4098,300359.0,NONMAKANAN,PERDESAAN,4
4099,316911.0,NONMAKANAN,PERDESAAN,4
4100,279240.0,NONMAKANAN,PERDESAAN,4
4101,287467.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4102,299433.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4103,316597.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4104,80321.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4105,87247.0,NONMAKANAN,PERKOTAAN,0
4106,88304.0,NONMAKANAN,PERKOTAAN,0
4107,90023.0,NONMAKANAN,PERKOTAAN,0
4108,49612.0,NONMAKANAN,PERKOTAAN,0
4109,52745.0,NONMAKANAN,PERDESAAN,4
4110,54578.99999999999,NONMAKANAN,PERDESAAN,4
4111,56501.0,NONMAKANAN,PERDESAAN,4
4112,61087.00000000001,NONMAKANAN,PERDESAAN,4
4113,65637.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4114,66683.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4115,69594.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4116,92452.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4117,94402.0,NONMAKANAN,PERKOTAAN,0
4118,96376.0,NONMAKANAN,PERKOTAAN,0
4119,96857.0,NONMAKANAN,PERKOTAAN,0
4120,58643.0,NONMAKANAN,PERKOTAAN,0
4121,61741.0,NONMAKANAN,PERDESAAN,4
4122,63581.0,NONMAKANAN,PERDESAAN,4
4123,65796.0,NONMAKANAN,PERDESAAN,4
4124,72009.0,NONMAKANAN,PERDESAAN,4
4125,74807.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4126,77256.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4127,79099.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4128,100571.99999999999,NONMAKANAN,PERDESAANPERKOTAAN,4
4129,103662.99999999999,NONMAKANAN,PERKOTAAN,0
4130,105906.0,NONMAKANAN,PERKOTAAN,0
4131,110314.0,NONMAKANAN,PERKOTAAN,0
4132,68088.0,NONMAKANAN,PERKOTAAN,0
4133,70484.0,NONMAKANAN,PERDESAAN,4
4134,71719.0,NONMAKANAN,PERDESAAN,4
4135,75132.0,NONMAKANAN,PERDESAAN,4
4136,82176.0,NONMAKANAN,PERDESAAN,4
4137,84729.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4138,86574.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4139,90832.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4140,112894.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4141,117656.0,TOTAL,PERKOTAAN,5
4142,120903.00000000001,TOTAL,PERKOTAAN,5
4143,127538.0,TOTAL,PERKOTAAN,5
4144,77317.0,TOTAL,PERKOTAAN,5
4145,79900.0,TOTAL,PERDESAAN,1
4146,83054.0,TOTAL,PERDESAAN,1
4147,88302.0,TOTAL,PERDESAAN,1
4148,93251.0,TOTAL,PERDESAAN,1
4149,96988.0,TOTAL,PERKOTAAN,5
4150,100322.0,TOTAL,PERKOTAAN,5
4151,106355.0,TOTAL,PERKOTAAN,5
4152,221892.00000000003,TOTAL,PERKOTAAN,5
4153,235487.99999999997,TOTAL,PERDESAAN,1
4154,240276.0,TOTAL,PERDESAAN,1
4155,246416.0,TOTAL,PERDESAAN,1
4156,192161.0,TOTAL,PERDESAAN,1
4157,207022.99999999997,TOTAL,PERDESAANPERKOTAAN,1
4158,211271.0,TOTAL,PERDESAANPERKOTAAN,1
4159,219109.0,TOTAL,PERDESAANPERKOTAAN,1
4164,262163.0,TOTAL,PERKOTAAN,5
4165,274140.0,TOTAL,PERDESAAN,1
4166,281676.0,TOTAL,PERDESAAN,1
4167,286669.0,TOTAL,PERDESAAN,1
4168,240175.0,TOTAL,PERDESAAN,1
4169,254524.0,TOTAL,PERDESAANPERKOTAAN,1
4170,263674.0,TOTAL,PERDESAANPERKOTAAN,1
4171,267428.0,TOTAL,PERDESAANPERKOTAAN,1
4172,248391.0,TOTAL,PERDESAANPERKOTAAN,1
4173,261853.99999999997,TOTAL,PERKOTAAN,5
4174,270601.0,TOTAL,PERKOTAAN,5
4175,275361.0,TOTAL,PERKOTAAN,5
4176,296644.0,TOTAL,PERKOTAAN,5
4177,303834.0,TOTAL,PERDESAAN,1
4178,314549.0,TOTAL,PERDESAAN,1
4179,327725.0,TOTAL,PERDESAAN,1
4180,274434.0,TOTAL,PERDESAAN,1
4181,287788.0,TOTAL,PERDESAANPERKOTAAN,1
4182,299917.0,TOTAL,PERDESAANPERKOTAAN,1
4183,306250.0,TOTAL,PERDESAANPERKOTAAN,1
4184,283461.0,TOTAL,PERDESAANPERKOTAAN,1
4185,294358.0,TOTAL,PERKOTAAN,5
4186,306545.0,TOTAL,PERKOTAAN,5
4187,315737.0,TOTAL,PERKOTAAN,5
4188,338997.0,TOTAL,PERKOTAAN,5
4189,354770.0,TOTAL,PERDESAAN,1
4190,363361.0,TOTAL,PERDESAAN,1
4191,375463.0,TOTAL,PERDESAAN,1
4192,322223.0,TOTAL,PERDESAAN,1
4193,331063.0,TOTAL,PERDESAANPERKOTAAN,1
4194,339743.0,TOTAL,PERDESAANPERKOTAAN,1
4195,350791.0,TOTAL,PERDESAANPERKOTAAN,1
4196,329880.0,TOTAL,PERDESAANPERKOTAAN,1
4197,341555.0,MAKANAN,PERKOTAAN,2
4198,350264.0,MAKANAN,PERKOTAAN,2
4199,362031.0,MAKANAN,PERKOTAAN,2
4200,389804.0,MAKANAN,PERKOTAAN,2
4201,403751.0,MAKANAN,PERDESAAN,3
4202,419172.0,MAKANAN,PERDESAAN,3
4203,443717.0,MAKANAN,PERDESAAN,3
4204,358330.0,MAKANAN,PERDESAAN,3
4205,368465.0,MAKANAN,PERDESAANPERKOTAAN,3
4206,383414.0,MAKANAN,PERDESAANPERKOTAAN,3
4207,405213.0,MAKANAN,PERDESAANPERKOTAAN,3
4208,372491.0,MAKANAN,PERDESAANPERKOTAAN,3
4209,384455.0,MAKANAN,PERKOTAAN,2
4210,399755.0,MAKANAN,PERKOTAAN,2
4211,422952.0,MAKANAN,PERKOTAAN,2
4212,190438.0,MAKANAN,PERKOTAAN,2
4213,200424.0,MAKANAN,PERDESAAN,3
4214,205281.0,MAKANAN,PERDESAAN,3
4215,209281.0,MAKANAN,PERDESAAN,3
4216,196016.0,MAKANAN,PERDESAAN,3
4217,204787.0,MAKANAN,PERDESAANPERKOTAAN,3
4218,212249.0,MAKANAN,PERDESAANPERKOTAAN,3
4219,215718.0,MAKANAN,PERDESAANPERKOTAAN,3
4220,194409.0,MAKANAN,PERDESAANPERKOTAAN,3
4221,203530.0,MAKANAN,PERKOTAAN,2
4222,210619.0,MAKANAN,PERKOTAAN,2
4223,213918.0,MAKANAN,PERKOTAAN,2
4224,211529.00000000003,MAKANAN,PERKOTAAN,2
4225,218461.0,MAKANAN,PERDESAAN,3
4226,220497.0,MAKANAN,PERDESAAN,3
4227,232433.00000000003,MAKANAN,PERDESAAN,3
4228,217357.0,MAKANAN,PERDESAAN,3
4229,227757.0,MAKANAN,PERDESAANPERKOTAAN,3
4230,230677.0,MAKANAN,PERDESAANPERKOTAAN,3
4231,240343.0,MAKANAN,PERDESAANPERKOTAAN,3
4232,215619.0,MAKANAN,PERDESAANPERKOTAAN,3
4233,224360.0,MAKANAN,PERKOTAAN,2
4234,226889.00000000003,MAKANAN,PERKOTAAN,2
4235,237715.0,MAKANAN,PERKOTAAN,2
4236,242594.0,MAKANAN,PERKOTAAN,2
4237,255355.0,MAKANAN,PERDESAAN,3
4238,264082.0,MAKANAN,PERDESAAN,3
4239,274804.0,MAKANAN,PERDESAAN,3
4240,247687.0,MAKANAN,PERDESAAN,3
4241,262555.0,MAKANAN,PERDESAANPERKOTAAN,3
4242,271154.0,MAKANAN,PERDESAANPERKOTAAN,3
4243,276410.0,MAKANAN,PERDESAANPERKOTAAN,3
4244,245761.0,MAKANAN,PERDESAANPERKOTAAN,3
4245,259888.0,NONMAKANAN,PERKOTAAN,0
4246,268511.0,NONMAKANAN,PERKOTAAN,0
4247,275884.0,NONMAKANAN,PERKOTAAN,0
4248,281207.0,NONMAKANAN,PERKOTAAN,0
4249,293509.0,NONMAKANAN,PERDESAAN,4
4250,301800.0,NONMAKANAN,PERDESAAN,4
4251,324704.0,NONMAKANAN,PERDESAAN,4
4252,284561.0,NONMAKANAN,PERDESAAN,4
4253,297786.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4254,305321.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4255,327126.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4256,283400.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4257,296298.0,NONMAKANAN,PERKOTAAN,0
4258,304126.0,NONMAKANAN,PERKOTAAN,0
4259,326264.0,NONMAKANAN,PERKOTAAN,0
4260,79264.0,NONMAKANAN,PERKOTAAN,0
4261,81806.0,NONMAKANAN,PERDESAAN,4
4262,84546.0,NONMAKANAN,PERDESAAN,4
4263,85004.0,NONMAKANAN,PERDESAAN,4
4264,56620.0,NONMAKANAN,PERDESAAN,4
4265,59583.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4266,59712.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4267,61261.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4268,63144.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4269,65986.0,NONMAKANAN,PERKOTAAN,0
4270,66669.0,NONMAKANAN,PERKOTAAN,0
4271,68243.0,NONMAKANAN,PERKOTAAN,0
4272,86299.0,NONMAKANAN,PERKOTAAN,0
4273,90163.0,NONMAKANAN,PERDESAAN,4
4274,90744.0,NONMAKANAN,PERDESAAN,4
4275,91842.0,NONMAKANAN,PERDESAAN,4
4276,62381.99999999999,NONMAKANAN,PERDESAAN,4
4277,67739.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4278,68026.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4279,71248.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4280,69990.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4281,75898.0,NONMAKANAN,PERKOTAAN,0
4282,76729.0,NONMAKANAN,PERKOTAAN,0
4283,79013.0,NONMAKANAN,PERKOTAAN,0
4284,94284.0,NONMAKANAN,PERKOTAAN,0
4285,100879.99999999999,NONMAKANAN,PERDESAAN,4
4286,101982.0,NONMAKANAN,PERDESAAN,4
4287,109035.0,NONMAKANAN,PERDESAAN,4
4288,73510.0,NONMAKANAN,PERDESAAN,4
4289,77510.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4290,78865.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4291,83714.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4292,81641.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4293,86578.0,TOTAL,PERKOTAAN,5
4294,87933.0,TOTAL,PERKOTAAN,5
4295,92645.0,TOTAL,PERKOTAAN,5
4296,112976.0,TOTAL,PERKOTAAN,5
4297,116823.0,TOTAL,PERDESAAN,1
4298,118643.0,TOTAL,PERDESAAN,1
4299,126475.99999999999,TOTAL,PERDESAAN,1
4300,85263.0,TOTAL,PERDESAAN,1
4301,88060.0,TOTAL,PERKOTAAN,5
4302,89413.0,TOTAL,PERKOTAAN,5
4303,94558.0,TOTAL,PERKOTAAN,5
4304,95189.0,TOTAL,PERKOTAAN,5
4305,98446.0,TOTAL,PERDESAAN,1
4306,100011.0,TOTAL,PERDESAAN,1
4307,106200.00000000001,TOTAL,PERDESAAN,1
4308,215910.00000000003,TOTAL,PERDESAAN,1
4309,240089.0,TOTAL,PERDESAANPERKOTAAN,1
4310,241921.0,TOTAL,PERDESAANPERKOTAAN,1
4311,254015.0,TOTAL,PERDESAANPERKOTAAN,1
4312,200058.0,TOTAL,PERDESAANPERKOTAAN,1
4313,221905.0,TOTAL,PERKOTAAN,5
4314,226220.0,TOTAL,PERKOTAAN,5
4315,238745.00000000003,TOTAL,PERKOTAAN,5
4320,269703.0,TOTAL,PERDESAAN,1
4321,282230.0,TOTAL,PERDESAANPERKOTAAN,1
4322,289827.0,TOTAL,PERDESAANPERKOTAAN,1
4323,294286.0,TOTAL,PERDESAANPERKOTAAN,1
4324,252636.0,TOTAL,PERDESAANPERKOTAAN,1
4325,264371.0,TOTAL,PERKOTAAN,5
4326,271961.0,TOTAL,PERKOTAAN,5
4327,276978.0,TOTAL,PERKOTAAN,5
4328,257553.0,TOTAL,PERKOTAAN,5
4329,269516.0,TOTAL,PERDESAAN,1
4330,277288.0,TOTAL,PERDESAAN,1
4331,282161.0,TOTAL,PERDESAAN,1
4332,297829.0,TOTAL,PERDESAAN,1
4333,308624.0,TOTAL,PERDESAANPERKOTAAN,1
4334,311241.0,TOTAL,PERDESAANPERKOTAAN,1
4335,324276.0,TOTAL,PERDESAANPERKOTAAN,1
4336,279739.0,TOTAL,PERDESAANPERKOTAAN,1
4337,295496.0,TOTAL,PERKOTAAN,5
4338,298702.0,TOTAL,PERKOTAAN,5
4339,311592.0,TOTAL,PERKOTAAN,5
4340,285609.0,TOTAL,PERKOTAAN,5
4341,300258.0,TOTAL,PERDESAAN,1
4342,303618.0,TOTAL,PERDESAAN,1
4343,316729.0,TOTAL,PERDESAAN,1
4344,336877.0,TOTAL,PERDESAAN,1
4345,356235.0,TOTAL,PERDESAANPERKOTAAN,1
4346,366063.0,TOTAL,PERDESAANPERKOTAAN,1
4347,383839.0,TOTAL,PERDESAANPERKOTAAN,1
4348,321197.0,TOTAL,PERDESAANPERKOTAAN,1
4349,340065.0,MAKANAN,PERKOTAAN,2
4350,350019.0,MAKANAN,PERKOTAAN,2
4351,360123.0,MAKANAN,PERKOTAAN,2
4352,327402.0,MAKANAN,PERKOTAAN,2
4353,346466.0,MAKANAN,PERDESAAN,3
4354,356444.0,MAKANAN,PERDESAAN,3
4355,368529.0,MAKANAN,PERDESAAN,3
4356,394183.0,MAKANAN,PERDESAAN,3
4357,410332.0,MAKANAN,PERDESAANPERKOTAAN,3
4358,420442.0,MAKANAN,PERDESAANPERKOTAAN,3
4359,451179.99999999994,MAKANAN,PERDESAANPERKOTAAN,3
4360,369824.0,MAKANAN,PERDESAANPERKOTAAN,3
4361,385845.0,MAKANAN,PERKOTAAN,2
4362,394734.0,MAKANAN,PERKOTAAN,2
4363,421684.00000000006,MAKANAN,PERKOTAAN,2
4364,378589.0,MAKANAN,PERKOTAAN,2
4365,394744.0,MAKANAN,PERDESAAN,3
4366,404137.0,MAKANAN,PERDESAAN,3
4367,432464.0,MAKANAN,PERDESAAN,3
4368,191995.0,MAKANAN,PERDESAAN,3
4369,201515.0,MAKANAN,PERDESAANPERKOTAAN,3
4370,209232.0,MAKANAN,PERDESAANPERKOTAAN,3
4371,211756.00000000003,MAKANAN,PERDESAANPERKOTAAN,3
4372,207979.99999999997,MAKANAN,PERDESAANPERKOTAAN,3
4373,216687.0,MAKANAN,PERKOTAAN,2
4374,224958.00000000003,MAKANAN,PERKOTAAN,2
4375,226546.0,MAKANAN,PERKOTAAN,2
4376,202433.0,MAKANAN,PERKOTAAN,2
4377,211422.0,MAKANAN,PERDESAAN,3
4378,219469.00000000003,MAKANAN,PERDESAAN,3
4379,221771.99999999997,MAKANAN,PERDESAAN,3
4380,221124.00000000003,MAKANAN,PERDESAAN,3
4381,233999.0,MAKANAN,PERDESAANPERKOTAAN,3
4382,237890.00000000003,MAKANAN,PERDESAANPERKOTAAN,3
4383,246147.99999999997,MAKANAN,PERDESAANPERKOTAAN,3
4384,233542.00000000003,MAKANAN,PERDESAANPERKOTAAN,3
4385,242180.0,MAKANAN,PERKOTAAN,2
4386,249937.0,MAKANAN,PERKOTAAN,2
4387,255886.0,MAKANAN,PERKOTAAN,2
4388,229465.0,MAKANAN,PERKOTAAN,2
4389,239329.00000000003,MAKANAN,PERDESAAN,3
4390,245508.0,MAKANAN,PERDESAAN,3
4391,252117.0,MAKANAN,PERDESAAN,3
4392,255870.0,MAKANAN,PERDESAAN,3
4393,261635.0,MAKANAN,PERDESAANPERKOTAAN,3
4394,279230.0,MAKANAN,PERDESAANPERKOTAAN,3
4395,281726.0,MAKANAN,PERDESAANPERKOTAAN,3
4396,259698.0,MAKANAN,PERDESAANPERKOTAAN,3
4397,279108.0,NONMAKANAN,PERKOTAAN,0
4398,292558.0,NONMAKANAN,PERKOTAAN,0
4399,298431.0,NONMAKANAN,PERKOTAAN,0
4400,258158.0,NONMAKANAN,PERKOTAAN,0
4401,272431.0,NONMAKANAN,PERDESAAN,4
4402,287272.0,NONMAKANAN,PERDESAAN,4
4403,291402.0,NONMAKANAN,PERDESAAN,4
4404,292463.0,NONMAKANAN,PERDESAAN,4
4405,298372.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4406,307264.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4407,321061.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4408,310257.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4409,315316.0,NONMAKANAN,PERKOTAAN,0
4410,324541.0,NONMAKANAN,PERKOTAAN,0
4411,342791.0,NONMAKANAN,PERKOTAAN,0
4412,303108.0,NONMAKANAN,PERKOTAAN,0
4413,308586.0,NONMAKANAN,PERDESAAN,4
4414,317319.0,NONMAKANAN,PERDESAAN,4
4415,333794.0,NONMAKANAN,PERDESAAN,4
4416,71293.0,NONMAKANAN,PERDESAAN,4
4417,73066.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4418,75076.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4419,75400.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4420,55866.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4421,58476.00000000001,NONMAKANAN,PERKOTAAN,0
4422,59232.0,NONMAKANAN,PERKOTAAN,0
4423,59453.0,NONMAKANAN,PERKOTAAN,0
4424,61220.0,NONMAKANAN,PERKOTAAN,0
4425,63539.0,NONMAKANAN,PERDESAAN,4
4426,64764.0,NONMAKANAN,PERDESAAN,4
4427,65196.00000000001,NONMAKANAN,PERDESAAN,4
4428,77368.0,NONMAKANAN,PERDESAAN,4
4429,78933.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4430,80305.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4431,81220.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4432,61513.99999999999,NONMAKANAN,PERDESAANPERKOTAAN,4
4433,62173.0,NONMAKANAN,PERKOTAAN,0
4434,64790.0,NONMAKANAN,PERKOTAAN,0
4435,67246.0,NONMAKANAN,PERKOTAAN,0
4436,67265.0,NONMAKANAN,PERKOTAAN,0
4437,68377.0,NONMAKANAN,PERDESAAN,4
4438,70788.0,NONMAKANAN,PERDESAAN,4
4439,73011.0,NONMAKANAN,PERDESAAN,4
4440,83130.0,NONMAKANAN,PERDESAAN,4
4441,91439.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4442,91971.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4443,94014.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4444,68899.0,NONMAKANAN,PERDESAANPERKOTAAN,4
4445,72832.0,TOTAL,PERKOTAAN,5
4446,74253.0,TOTAL,PERKOTAAN,5
4447,75481.0,TOTAL,PERKOTAAN,5
4448,74912.0,TOTAL,PERKOTAAN,5
4449,80678.0,TOTAL,PERDESAAN,1
4450,81718.0,TOTAL,PERDESAAN,1
4451,83441.0,TOTAL,PERDESAAN,1
4452,97496.0,TOTAL,PERDESAAN,1
4453,102846.99999999999,TOTAL,PERKOTAAN,5
4454,106015.0,TOTAL,PERKOTAAN,5
4455,115590.0,TOTAL,PERKOTAAN,5
4456,78352.0,TOTAL,PERKOTAAN,5
4457,83491.0,TOTAL,PERDESAAN,1
4458,85647.0,TOTAL,PERDESAAN,1
4459,89278.0,TOTAL,PERDESAAN,1
4460,86719.0,TOTAL,PERDESAAN,1
4461,91919.0,TOTAL,PERDESAANPERKOTAAN,1
4462,94588.0,TOTAL,PERDESAANPERKOTAAN,1
4463,101166.99999999999,TOTAL,PERDESAANPERKOTAAN,1
4464,224621.99999999997,TOTAL,PERDESAANPERKOTAAN,1
4465,237600.0,TOTAL,PERKOTAAN,5
4466,246633.0,TOTAL,PERKOTAAN,5
4467,250157.00000000003,TOTAL,PERKOTAAN,5
4468,219827.0,TOTAL,PERKOTAAN,5
4469,232047.99999999997,TOTAL,PERDESAAN,1
4470,241936.00000000003,TOTAL,PERDESAAN,1
4471,246290.00000000003,TOTAL,PERDESAAN,1
4476,263288.0,TOTAL,PERDESAANPERKOTAAN,1
4477,274581.0,TOTAL,PERKOTAAN,5
4478,284308.0,TOTAL,PERKOTAAN,5
4479,287156.0,TOTAL,PERKOTAAN,5
4480,263846.0,TOTAL,PERKOTAAN,5
4481,275163.0,TOTAL,PERDESAAN,1
4482,284190.0,TOTAL,PERDESAAN,1
4483,285999.0,TOTAL,PERDESAAN,1
4484,263653.0,TOTAL,PERDESAAN,1
4485,274961.0,TOTAL,PERDESAANPERKOTAAN,1
4486,284233.0,TOTAL,PERDESAANPERKOTAAN,1
4487,286968.0,TOTAL,PERDESAANPERKOTAAN,1
4488,298492.0,TOTAL,PERDESAANPERKOTAAN,1
4489,312931.0,TOTAL,PERKOTAAN,5
4490,318195.0,TOTAL,PERKOTAAN,5
4491,327369.0,TOTAL,PERKOTAAN,5
4492,295057.0,TOTAL,PERKOTAAN,5
4493,304353.0,TOTAL,PERDESAAN,1
